sample.id	age_day	stage	pig_id	wean_day	litter	treatment	treat_type	sex	seq_region	platform	country	study	SRA	paper	Run
417	micro19w21id503e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017232
418	micro19w21id505e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017234
419	micro19w21id506e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017235
420	micro19w21id508e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017237
421	micro19w21id510e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017238
422	micro19w21id511e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017239
423	micro19w21id514e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017242
424	sr19w24id1con10	10	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257354
425	sr19w24id2con10	10	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257355
426	sr19w24id3con10	10	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257356
427	sr19w24id4con10	10	suckling	sr19con4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257357
428	sr19w24id5con10	10	suckling	sr19con5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257358
429	sr19w24id6con10	10	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257359
430	sr19w24id7con10	10	suckling	sr19con7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257360
431	sr19w24id8con10	10	suckling	sr19con8	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257361
432	sr19w24id9con10	10	suckling	sr19con9	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257362
433	sr19w24id10con10	10	suckling	sr19con10	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257363
434	sr19w24id11con10	10	suckling	sr19con11	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257364
435	sr19w24id12con10	10	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257365
436	sr19w24id13con10	10	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257366
437	sr19w24id1con17	17	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257380
438	sr19w24id2con17	17	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257381
439	sr19w24id3con17	17	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257382
440	sr19w24id6con17	17	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257383
441	sr19w24id7con17	17	suckling	sr19con7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257384
442	sr19w24id8con17	17	suckling	sr19con8	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257385
443	sr19w24id9con17	17	suckling	sr19con9	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257386
444	sr19w24id10con17	17	suckling	sr19con10	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257387
445	sr19w24id11con17	17	suckling	sr19con11	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257388
446	sr19w24id12con17	17	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257389
447	sr19w24id13con17	17	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257390
448	sr19w24id1con23	23	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257404
449	sr19w24id2con23	23	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257405
450	sr19w24id3con23	23	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257406
451	sr19w24id4con23	23	suckling	sr19con4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257407
452	sr19w24id8con23	23	suckling	sr19con8	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257408
453	sr19w24id5con23	23	suckling	sr19con5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257409
454	sr19w24id6con23	23	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257410
455	sr19w24id7con23	23	suckling	sr19con7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257411
456	sr19w24id9con23	23	suckling	sr19con9	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257412
457	sr19w24id11con23	23	suckling	sr19con11	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257413
458	sr19w24id12con23	23	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257414
459	sr19w24id13con23	23	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257415
460	sr19w24id1conNV30	30	weaning	sr19conNV1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257431
461	sr19w24id2conNV30	30	weaning	sr19conNV2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257432
462	sr19w24id3conNV30	30	weaning	sr19conNV3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257433
463	sr19w24id4conNV30	30	weaning	sr19conNV4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257434
464	sr19w24id5conNV30	30	weaning	sr19conNV5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257435
465	sr19w24id6conNV30	30	weaning	sr19conNV6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257436
466	sr19w24id7conNV30	30	weaning	sr19conNV7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257437
467	sr19w24id1conNV55	55	weaning	sr19conNV1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257457
468	sr19w24id2conNV55	55	weaning	sr19conNV2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257458
469	sr19w24id3conNV55	55	weaning	sr19conNV3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257459
470	sr19w24id4conNV55	55	weaning	sr19conNV4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257460
471	sr19w24id5conNV55	55	weaning	sr19conNV5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257461
472	sr19w24id6conNV55	55	weaning	sr19conNV6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257462
473	sr19w24id7conNV55	55	weaning	sr19conNV7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257463
474	sr19w24id1con1	0	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257485
475	sr19w24id2con1	0	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257486
476	sr19w24id3con1	0	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257487
477	sr19w24id5con1	0	suckling	sr19con5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257488
478	sr19w24id6con1	0	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257489
479	sr19w24id10con1	0	suckling	sr19con10	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257492
480	sr19w24id12con1	0	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257494
481	sr19w24id13con1	0	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257495
482	sr19w24id14con1	0	suckling	sr19con14	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257496
483	sr19w24id15con1	0	suckling	sr19con15	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257497
484	sr19w24id16con1	0	suckling	sr19con16	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257498
485	sr19w24id17con1	0	suckling	sr19con17	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257499
486	sr19w24id19con1	0	suckling	sr19con19	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257501
487	sr19w24id1conNV51	51	weaning	sr19conNV1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257502
488	sr19w24id2conNV51	51	weaning	sr19conNV2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257503
489	sr19w24id3conNV51	51	weaning	sr19conNV3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257504
490	sr19w24id4conNV51	51	weaning	sr19conNV4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257505
491	sr19w24id5conNV51	51	weaning	sr19conNV5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257506
492	sr19w24id6conNV51	51	weaning	sr19conNV6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257507
493	sr19w24id7conNV51	51	weaning	sr19conNV7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257508
494	anau20w21id10con7	7	suckling	anau20_10	21	anau20_1	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470394
495	anau20w21id10con13	13	suckling	anau20_10	21	anau20_1	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470396
496	anau20w21id10con18	18	suckling	anau20_10	21	anau20_1	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470395
497	anau20w21id15con13	13	suckling	anau20_15	21	anau20_2	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470383
498	anau20w21id15con18	18	suckling	anau20_15	21	anau20_2	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470382
499	anau20w21id16con13	13	suckling	anau20_16	21	anau20_2	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470380
500	anau20w21id16con18	18	suckling	anau20_16	21	anau20_2	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470359
501	anau20w21id17con18	18	suckling	anau20_17	21	anau20_8	control	con	male	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470356
502	anau20w21id18con13	13	suckling	anau20_18	21	anau20_8	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470353
503	anau20w21id18con18	18	suckling	anau20_18	21	anau20_8	control	con	female	V4	MiSeq	Australia	anau20	SRP254989	Nowland 2020	SRR11470352
504	fvs20w21id61con21	21	suckling	fvs20_61	21	fvs20_6	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655926
505	fvs20w21id73con21	21	suckling	fvs20_73	21	fvs20_7	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655897
506	fvs20w21id76con21	21	suckling	fvs20_76	21	fvs20_7	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655747
507	fvs20w21id86con21	21	suckling	fvs20_86	21	fvs20_8	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655823
508	fvs20w21id93con21	21	suckling	fvs20_93	21	fvs20_9	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655773
509	fvs20w21id05con21	21	suckling	fvs20_05	21	fvs20_0	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655912
510	fvs20w21id11con25	25	weaning	fvs20_11	21	fvs20_1	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655745
511	fvs20w21id21con25	25	weaning	fvs20_21	21	fvs20_2	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655928
512	fvs20w21id43con25	25	weaning	fvs20_43	21	fvs20_4	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655778
513	fvs20w21id53con25	25	weaning	fvs20_53	21	fvs20_5	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655942
514	fvs20w21id55con25	25	weaning	fvs20_55	21	fvs20_5	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655825
515	fvs20w21id61con25	25	weaning	fvs20_61	21	fvs20_6	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655929
516	fvs20w21id64con25	25	weaning	fvs20_64	21	fvs20_6	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655947
517	fvs20w21id66con25	25	weaning	fvs20_66	21	fvs20_6	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655965
518	fvs20w21id71con25	25	weaning	fvs20_71	21	fvs20_7	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655930
519	fvs20w21id76con25	25	weaning	fvs20_76	21	fvs20_7	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655744
520	fvs20w21id83con25	25	weaning	fvs20_83	21	fvs20_8	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655944
521	fvs20w21id86con25	25	weaning	fvs20_86	21	fvs20_8	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655962
522	fvs20w21id91con25	25	weaning	fvs20_91	21	fvs20_9	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655761
523	fvs20w21id93con25	25	weaning	fvs20_93	21	fvs20_9	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655815
524	fvs20w21id96con25	25	weaning	fvs20_96	21	fvs20_9	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655830
525	fvs20w21id01con25	25	weaning	fvs20_01	21	fvs20_0	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655760
526	fvs20w21id03con25	25	weaning	fvs20_03	21	fvs20_0	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655775
527	fvs20w21id05con25	25	weaning	fvs20_05	21	fvs20_0	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655875
528	fvs20w21id41con28	28	weaning	fvs20_41	21	fvs20_4	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655762
529	fvs20w21id43con28	28	weaning	fvs20_43	21	fvs20_4	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655777
530	fvs20w21id55con28	28	weaning	fvs20_55	21	fvs20_5	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655824
531	fvs20w21id64con28	28	weaning	fvs20_64	21	fvs20_6	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655948
532	fvs20w21id83con28	28	weaning	fvs20_83	21	fvs20_8	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655945
533	fvs20w21id96con28	28	weaning	fvs20_96	21	fvs20_9	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655829
534	fvs20w21id11con32	32	weaning	fvs20_11	21	fvs20_1	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655795
535	fvs20w21id41con32	32	weaning	fvs20_41	21	fvs20_4	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655932
536	fvs20w21id45con32	32	weaning	fvs20_45	21	fvs20_4	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655936
537	fvs20w21id55con32	32	weaning	fvs20_55	21	fvs20_5	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655827
538	fvs20w21id76con32	32	weaning	fvs20_76	21	fvs20_7	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655742
539	fvs20w21id86con32	32	weaning	fvs20_86	21	fvs20_8	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655822
540	fvs20w21id96con32	32	weaning	fvs20_96	21	fvs20_9	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655874
541	fvs20w21id05con32	32	weaning	fvs20_05	21	fvs20_0	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655909
542	fvs20w21id41con35	35	weaning	fvs20_41	21	fvs20_4	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655935
543	fvs20w21id55con35	35	weaning	fvs20_55	21	fvs20_5	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655826
544	fvs20w21id86con35	35	weaning	fvs20_86	21	fvs20_8	control	con	male	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655961
545	fvs20w21id96con35	35	weaning	fvs20_96	21	fvs20_9	control	con	female	V4	MiSeq	USA	fvs20	SRP213741	Ricker 2020	SRR9655831
546	mior20w21id1con1	1	suckling	mior20_1	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347787
547	mior20w21id2con1	1	suckling	mior20_2	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347786
548	mior20w21id3con1	1	suckling	mior20_3	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347591
549	mior20w21id4con1	1	suckling	mior20_4	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347713
550	mior20w21id5con1	1	suckling	mior20_5	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347702
551	mior20w21id6con1	1	suckling	mior20_6	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347691
552	mior20w21id7con1	1	suckling	mior20_7	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347680
553	mior20w21id8con1	1	suckling	mior20_8	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347669
554	mior20w21id1con3	3	suckling	mior20_1	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347721
555	mior20w21id2con3	3	suckling	mior20_2	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347720
556	mior20w21id3con3	3	suckling	mior20_3	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347719
557	mior20w21id4con3	3	suckling	mior20_4	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347718
558	mior20w21id5con3	3	suckling	mior20_5	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347717
559	mior20w21id6con3	3	suckling	mior20_6	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347716
560	mior20w21id7con3	3	suckling	mior20_7	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347715
561	mior20w21id3con7	7	suckling	mior20_3	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347696
562	mior20w21id5con7	7	suckling	mior20_5	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347694
563	mior20w21id7con7	7	suckling	mior20_7	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347692
564	mior20w21id2con14	14	suckling	mior20_2	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347672
565	mior20w21id8con14	14	suckling	mior20_8	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347665
566	mior20w21id2con21	21	suckling	mior20_2	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347648
567	mior20w21id4con21	21	suckling	mior20_4	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347645
568	mior20w21id5con21	21	suckling	mior20_5	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347588
569	mior20w21id1con24	24	weaning	mior20_1	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347772
570	mior20w21id2con24	24	weaning	mior20_2	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347771
571	mior20w21id3con24	24	weaning	mior20_3	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347770
572	mior20w21id4con24	24	weaning	mior20_4	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347769
573	mior20w21id5con24	24	weaning	mior20_5	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347768
574	mior20w21id6con24	24	weaning	mior20_6	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347767
575	mior20w21id7con24	24	weaning	mior20_7	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347766
576	mior20w21id8con24	24	weaning	mior20_8	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347765
577	mior20w21id1con28	28	weaning	mior20_1	21	mior20_1	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347635
578	mior20w21id3con28	28	weaning	mior20_3	21	mior20_1	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347633
579	mior20w21id9con1	1	suckling	mior20_9	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347658
580	mior20w21id11con1	1	suckling	mior20_11	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347647
581	mior20w21id12con1	1	suckling	mior20_12	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347785
582	mior20w21id13con1	1	suckling	mior20_13	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347774
583	mior20w21id14con1	1	suckling	mior20_14	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347763
584	mior20w21id15con1	1	suckling	mior20_15	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347640
585	mior20w21id16con1	1	suckling	mior20_16	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347629
586	mior20w21id9con3	3	suckling	mior20_9	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347714
587	mior20w21id11con3	3	suckling	mior20_11	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347712
588	mior20w21id12con3	3	suckling	mior20_12	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347711
589	mior20w21id13con3	3	suckling	mior20_13	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347710
590	mior20w21id14con3	3	suckling	mior20_14	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347709
591	mior20w21id15con3	3	suckling	mior20_15	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347708
592	mior20w21id16con3	3	suckling	mior20_16	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347707
593	mior20w21id14con7	7	suckling	mior20_14	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347684
594	mior20w21id9con14	14	suckling	mior20_9	21	mior20_2	control	con	female	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347664
595	mior20w21id12con14	14	suckling	mior20_12	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347662
596	mior20w21id15con14	14	suckling	mior20_15	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347659
597	mior20w21id16con14	14	suckling	mior20_16	21	mior20_2	control	con	male	V4	MiSeq	USA	mior20	SRP253257	Arfken 2020	SRR11347657
