sample-id	age_day	stage	pig_id	wean_day	litter	treatment	treat_type	sex	seq_region	platform	country	study	SRA	paper	Run
micro19w21id433e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870879
micro19w21id434e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871227
micro19w21id435e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871198
micro19w21id436e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870878
micro19w21id437e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871220
micro19w21id438e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870874
micro19w21id439e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871038
micro19w21id440e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871039
micro19w21id441e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871146
micro19w21id442e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870877
micro19w21id443e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870823
micro19w21id444e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870915
micro19w21id445e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871041
micro19w21id446e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871205
micro19w21id447e1con130	130	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870988
micro19w21id448e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871224
micro19w21id449e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871028
micro19w21id450e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871298
micro19w21id451e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871281
micro19w21id452e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870914
micro19w21id453e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871231
micro19w21id454e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871299
micro19w21id455e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871297
micro19w21id456e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871104
micro19w21id457e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871102
micro19w21id458e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871036
micro19w21id459e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871200
micro19w21id460e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870912
micro19w21id461e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870986
micro19w21id462e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871029
micro19w21id463e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871300
micro19w21id464e1con146	146	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871040
micro19w21id465e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871292
micro19w21id466e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871272
micro19w21id467e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870961
micro19w21id468e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871101
micro19w21id469e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871107
micro19w21id470e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870916
micro19w21id471e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870963
micro19w21id472e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871100
micro19w21id473e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871206
micro19w21id474e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871210
micro19w21id475e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871278
micro19w21id476e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871277
micro19w21id477e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871109
micro19w21id478e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871199
micro19w21id479e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871105
micro19w21id480e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870965
micro19w21id481e1con159	159	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871301
micro19w21id482e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871103
micro19w21id483e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871116
micro19w21id484e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871215
micro19w21id485e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870863
micro19w21id486e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871207
micro19w21id487e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871106
micro19w21id488e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871212
micro19w21id489e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870861
micro19w21id490e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870859
micro19w21id491e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870862
micro19w21id492e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870968
micro19w21id493e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871195
micro19w21id494e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871111
micro19w21id495e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870909
micro19w21id496e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871208
micro19w21id497e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8871214
micro19w21id498e1con174	174	finishing	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR8870967
micro19w21id499e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017228
micro19w21id500e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017245
micro19w21id501e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017230
micro19w21id502e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017231
micro19w21id503e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017232
micro19w21id504e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017233
micro19w21id505e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017234
micro19w21id506e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017235
micro19w21id507e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017236
micro19w21id508e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017237
micro19w21id509e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017229
micro19w21id510e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017238
micro19w21id511e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017239
micro19w21id512e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017240
micro19w21id513e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017241
micro19w21id514e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017242
micro19w21id515e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017243
micro19w21id516e1con0	0	suckling	na	21	na	control	con	na	V4	MiSeq	USA	micro19	SRP191572	Wang 2019a	SRR10017244
sr19w24id1con10	10	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257354
sr19w24id2con10	10	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257355
sr19w24id3con10	10	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257356
sr19w24id4con10	10	suckling	sr19con4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257357
sr19w24id5con10	10	suckling	sr19con5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257358
sr19w24id6con10	10	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257359
sr19w24id7con10	10	suckling	sr19con7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257360
sr19w24id8con10	10	suckling	sr19con8	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257361
sr19w24id9con10	10	suckling	sr19con9	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257362
sr19w24id10con10	10	suckling	sr19con10	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257363
sr19w24id11con10	10	suckling	sr19con11	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257364
sr19w24id12con10	10	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257365
sr19w24id13con10	10	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257366
sr19w24id1ins10	10	suckling	sr19ins1	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257367
sr19w24id2ins10	10	suckling	sr19ins2	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257368
sr19w24id3ins10	10	suckling	sr19ins3	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257369
sr19w24id4ins10	10	suckling	sr19ins4	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257370
sr19w24id5ins10	10	suckling	sr19ins5	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257371
sr19w24id6ins10	10	suckling	sr19ins6	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257372
sr19w24id8ins10	10	suckling	sr19ins8	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257373
sr19w24id1inla10	10	suckling	sr19inla1	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257374
sr19w24id3inla10	10	suckling	sr19inla3	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257375
sr19w24id5inla10	10	suckling	sr19inla5	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257376
sr19w24id6inla10	10	suckling	sr19inla6	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257377
sr19w24id7inla10	10	suckling	sr19inla7	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257378
sr19w24id8inla10	10	suckling	sr19inla8	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257379
sr19w24id1con17	17	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257380
sr19w24id2con17	17	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257381
sr19w24id3con17	17	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257382
sr19w24id6con17	17	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257383
sr19w24id7con17	17	suckling	sr19con7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257384
sr19w24id8con17	17	suckling	sr19con8	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257385
sr19w24id9con17	17	suckling	sr19con9	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257386
sr19w24id10con17	17	suckling	sr19con10	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257387
sr19w24id11con17	17	suckling	sr19con11	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257388
sr19w24id12con17	17	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257389
sr19w24id13con17	17	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257390
sr19w24id1ins17	17	suckling	sr19ins1	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257391
sr19w24id2ins17	17	suckling	sr19ins2	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257392
sr19w24id4ins17	17	suckling	sr19ins4	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257393
sr19w24id6ins17	17	suckling	sr19ins6	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257394
sr19w24id8ins17	17	suckling	sr19ins8	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257395
sr19w24id2inla17	17	suckling	sr19inla2	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257396
sr19w24id3inla17	17	suckling	sr19inla3	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257397
sr19w24id4inla17	17	suckling	sr19inla4	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257398
sr19w24id3ins17	17	suckling	sr19ins3	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257399
sr19w24id5inla17	17	suckling	sr19inla5	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257400
sr19w24id6inla17	17	suckling	sr19inla6	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257401
sr19w24id7inla17	17	suckling	sr19inla7	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257402
sr19w24id8inla17	17	suckling	sr19inla8	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257403
sr19w24id1con23	23	suckling	sr19con1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257404
sr19w24id2con23	23	suckling	sr19con2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257405
sr19w24id3con23	23	suckling	sr19con3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257406
sr19w24id4con23	23	suckling	sr19con4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257407
sr19w24id8con23	23	suckling	sr19con8	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257408
sr19w24id5con23	23	suckling	sr19con5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257409
sr19w24id6con23	23	suckling	sr19con6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257410
sr19w24id7con23	23	suckling	sr19con7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257411
sr19w24id9con23	23	suckling	sr19con9	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257412
sr19w24id11con23	23	suckling	sr19con11	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257413
sr19w24id12con23	23	suckling	sr19con12	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257414
sr19w24id13con23	23	suckling	sr19con13	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257415
sr19w24id1ins23	23	suckling	sr19ins1	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257416
sr19w24id2ins23	23	suckling	sr19ins2	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257417
sr19w24id3ins23	23	suckling	sr19ins3	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257418
sr19w24id4ins23	23	suckling	sr19ins4	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257419
sr19w24id6ins23	23	suckling	sr19ins6	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257420
sr19w24id7ins23	23	suckling	sr19ins7	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257421
sr19w24id8ins23	23	suckling	sr19ins8	24	na	other	insulin	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257422
sr19w24id1inla23	23	suckling	sr19inla1	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257423
sr19w24id2inla23	23	suckling	sr19inla2	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257424
sr19w24id3inla23	23	suckling	sr19inla3	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257425
sr19w24id4inla23	23	suckling	sr19inla4	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257426
sr19w24id5inla23	23	suckling	sr19inla5	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257427
sr19w24id6inla23	23	suckling	sr19inla6	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257428
sr19w24id7inla23	23	suckling	sr19inla7	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257429
sr19w24id8inla23	23	suckling	sr19inla8	24	na	other	insulin_Lactobacillus	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257430
sr19w24id1conNV30	30	weaning	sr19conNV1	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257431
sr19w24id2conNV30	30	weaning	sr19conNV2	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257432
sr19w24id3conNV30	30	weaning	sr19conNV3	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257433
sr19w24id4conNV30	30	weaning	sr19conNV4	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257434
sr19w24id5conNV30	30	weaning	sr19conNV5	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257435
sr19w24id6conNV30	30	weaning	sr19conNV6	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257436
sr19w24id7conNV30	30	weaning	sr19conNV7	24	na	control	con	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257437
sr19w24id1conV30	30	weaning	sr19conV1	24	na	other 	con_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257438
sr19w24id2conV30	30	weaning	sr19conV2	24	na	other 	con_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257439
sr19w24id3conV30	30	weaning	sr19conV3	24	na	other 	con_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257440
sr19w24id4conV30	30	weaning	sr19conV4	24	na	other 	con_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257441
sr19w24id5conV30	30	weaning	sr19conV5	24	na	other 	con_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257442
sr19w24id1insV30	30	weaning	sr19insV1	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257443
sr19w24id2insV30	30	weaning	sr19insV2	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257444
sr19w24id3insV30	30	weaning	sr19insV3	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257445
sr19w24id5insV30	30	weaning	sr19insV5	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257446
sr19w24id6insV30	30	weaning	sr19insV6	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257447
sr19w24id7insV30	30	weaning	sr19insV7	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257448
sr19w24id8insV30	30	weaning	sr19insV8	24	na	other 	insulin_vaccination	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257449
sr19w24id1inlaV30	30	weaning	sr19inlaV1	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257450
sr19w24id2inlaV30	30	weaning	sr19inlaV2	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257451
sr19w24id3inlaV30	30	weaning	sr19inlaV3	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257452
sr19w24id4inlaV30	30	weaning	sr19inlaV4	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257453
sr19w24id5inlaV30	30	weaning	sr19inlaV5	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257454
sr19w24id6inlaV30	30	weaning	sr19inlaV6	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257455
sr19w24id7inlaV30	30	weaning	sr19inlaV7	24	na	other	ins_la_vacc	na	V4	HiSeq2500	Netherlands 	scire19	ERP114540	Lepine 2019	ERR3257456
